text,Tag,sentiment
পিঁপড়া মত চেষ্টা করুন!,positive,1
আমরা সাবপার ফুড খেতে ম্যানেজার বসা গিয়েছিলাম ম্যানেজার তার কয়েক কর্মচারীর পরিমার্জিত খুঁজে বের করার জন্য মাদকদ্রব্যের জন্য ব্যয়বহুল ভুল ব্যাখ্যা দিল।  ,negative,0
আমরা সাবপার ফুড খেতে ম্যানেজার বসা গিয়েছিলাম ম্যানেজার তার কয়েক কর্মচারীর পরিমার্জিত খুঁজে বের করার জন্য মাদকদ্রব্যের জন্য ব্যয়বহুল ভুল ব্যাখ্যা দিল।  ,negative,0
"FL ডেভিড, ডেটোনা বিচ, ",neutral,2
সম্ভবত।,neutral,2
সেবা অবিশ্বাস্য এবংগ্রেট ভারতীয় খাদ্য  ।,positive,1
সেবা অবিশ্বাস্য এবংগ্রেট ভারতীয় খাদ্য  ।,positive,1
এখানে যাও.,positive,1
যদি আপনি এলাকায় থাকেন তবে ব্যাগেল শপপে 74 তম রাস্তার উপর চেষ্টা করুন যা ২ য় এভিনিউতে 3 ব্লক দূরে রয়েছে।,positive,1
"সন্দেহ ছাড়া এটি একটি,রোজারিও অস্তিত্বের মধ্যে সবচেয়ে বড় pizzerias.",positive,1
"সাজসজ্জা চমৎকার এবং minimalist, খাদ্য সহজ কিন্তু খুব ভাল উপস্থাপন এবং রান্না করা হয়, এবং ওয়াইন তালিকা খুব ভাল খাদ্য সঙ্গে মেলে।",positive,1
"সাজসজ্জা চমৎকার এবং minimalist, খাদ্য সহজ কিন্তু খুব ভাল উপস্থাপন এবং রান্না করা হয়, এবং ওয়াইন তালিকা খুব ভাল খাদ্য সঙ্গে মেলে।",positive,1
আমরা একটি টুনা দ্রবীভূত করার আদেশ দিয়েছিলাম - এটি এমন একটি পনির দিয়ে এসেছিল যার ফলে এটি একটি টুনা স্যান্ডউইচ তৈরি করেছিল।,negative,0
"বিশেষ করে চিকেন টিক্কা এবং নান, এবং ডালস পছন্দ।",positive,1
" ব্যতিরেকে আমরা টেবিলের উপর দাঁড়ালাম,তাই ওয়েটাররা সন্তুষ্ট ছিলেন না",negative,0
স্ট্যাচু অব লিবার্টি থেকে রেস্টুরেন্ট হুডসন নদী সুন্দর সবুজ।,positive,1
আমরা সাধারণত ভাল রেস্টুরেন্ট পছন্দ করি এবং প্রায়ই খাওয়া হয় কিন্তু কাই আমরা পেয়েছিলাম কি জন্য ব্যয়বহুল উপায় ছিল।,negative,0
কি একটি দুর্দান্ত জায়গা,positive,1
 গ্রীষ্মের সন্ধ্যা মগ্ন বেশ সুস্বাদু এবং ভাল ছিল।,positive,1
এখানে খাওয়াবেন না যদি না আপনি থাই খাবারের জন্য ক্ষুধার্ত থাকেন এবং আপনি পরের দরজায় কাজ করেন।,negative,0
"বিস্ময়কর, এই ক্ষুদ্র উইলিয়ামসবার্গ স্পট সবসময় pleasantly ।",positive,1
"এই জায়গায় রক্সি এড়ানো, যারা মহান খাদ্য প্লাস মহান সেবা চান।",negative,0
"এই জায়গায় রক্সি এড়ানো, যারা মহান খাদ্য প্লাস মহান সেবা চান।",negative,0
আমি কখনও কখনও সেরা রাভিওলি ছিলাম।,positive,1
"পরিষেবা সবসময় অসামান্য,আমি এখন এখানে গুচ্ছ হয়েছি।",positive,1
লাঞ্চ 2 জনের জন্য পানীয় ছাড়া বিল  আনুমানিক $ 25  ।,neutral,2
"বেশ স্পষ্টভাবে, খারাপ সুশি আমি কখনও চেষ্টা করি নাই",negative,0
"ভাল খাবার, সেবা ঠিক আছে।",positive,1
"ভাল খাবার, সেবা ঠিক আছে।",neutral,2
"আমি কিছু আশা কি করতে পারি,যদিও সামগ্রিক দাম ট্যাগ খুবই ব্যয়বহুল ছিল, ।",negative,0
"সময় আমরা সম্পন্ন করা হয়েছে, এটি গত 1:00 am ছিল।",neutral,2
"স্পাইস হল গ্রেট থাই খাবার, সস্তা অ্যাপেটাইজারদের ভালোবাসা।",positive,1
"স্পাইস হল গ্রেট থাই খাবার, সস্তা অ্যাপেটাইজারদের ভালোবাসা।",positive,1
"তারা এটি নিশ্চিত করব,সব অন্যান্য পর্যালোচনা পড়ুন, ।",neutral,2
" এমনকি আমাকে শেষ বারেরও মতবেশি সময় ধরে চলাচল করার পরেও,আমি সেখানে ছিলাম  ।",negative,0
সেবা মনোযোগী ছিল।,positive,1
"তিনি শুধুমাত্র নিজের নিজের বাড়িতে মোজ়ারেলা তৈরি করেন না, তবে প্রতিটি পাই অতি সাম্প্রতিকতম।",positive,1
মাছ বেশী ছিল,negative,0
"যখন আপনি তাদের প্রধান ডাইনিং রুমে বসে থাকেন (যার একটি দর্শনীয়, হাতে-আঁকা উচ্চ ছাদ রয়েছে) আপনি কখনই জানতেন না যে বাইরে একটি বিশ্ব ছিল।",positive,1
আমরা জানুয়ারিতে রেস্টুরেন্ট সপ্তাহে ব্রেড বার পরিদর্শন করেছিলাম এবং মেনু নির্বাচন এবং পরিষেবাতে খুশি ছিলাম।,positive,1
আমরা জানুয়ারিতে রেস্টুরেন্ট সপ্তাহে ব্রেড বার পরিদর্শন করেছিলাম এবং মেনু নির্বাচন এবং পরিষেবাতে খুশি ছিলাম।,positive,1
আমি এই রেস্টুরেন্টে দুইবার গিয়েছি।,neutral,2
এছাড়াও নিশ্চিত করেন যে আপনি সঙ্গীতের দিকে মনোযোগ দিচ্ছেন - বেশ অদ্ভুত নির্বাচন।,neutral,2
আপনি অন্যান্য ফরাসি Bistros অনেক টাকা একই পরিমাণ জন্য একটি ভাল ডাইনিং অভিজ্ঞতা পেতে পারেন।,negative,0
উপস্থাপনা এবং শৈলী বড় পয়েন্ট স্কোর।,positive,1
"Chinatown মান দ্বারা মূল্যহীন যদিও, এটি মূল্যহীন,সঙ্কলন বাকি",positive,1
"Chinatown মান দ্বারা মূল্যহীন যদিও, এটি মূল্যহীন,সঙ্কলন বাকি",negative,0
ভাল খাবার.,positive,1
"যদিও অতিরিক্ত দক্ষ না,অপেক্ষা কর্মী খুব বন্ধুত্বপূর্ণ ছিল",positive,1
আশ্চর্যজনক কিছুই সত্য থেকে আরও হতে পারে।,positive,1
যদিও খুব ভাল নিখুঁত সমষ্টি  ছিল।,positive,1
"এটা সার্টন প্লেস এর ছাদের উপর নির্ভর করার চেয়ে ভাল, 19 বছর বয়সী ইন্টার্নস সব রাতে rabbs jabbing।",positive,1
পরিষেবা সবসময় বন্ধুত্বপূর্ণ এবং কার্যকর হয়েছে,positive,1
সেখানে যান সেখানেই এবং বিভিন্ন সীফুড খাবার এবং appetizers সমন্বয় ছিল।,neutral,2
এটি একটি নৈমিত্তিক তারিখ বা লাঞ্চের জন্য ক্লায়েন্টদের আতিথেয়তার জন্য একটি দুর্দান্ত জায়গা।,positive,1
আমরা সকলেই একটি ক্ষমা প্রার্থনা করেছিলাম যেমন আমরা ডিনার ছাড়া আমাদের শো দেখা বাকি ছিল।,negative,0
"আমাদের পাশের টেবিলটি জিজ্ঞাসা করল, তিনি কি আঙ্গুরকে চূর্ণবিচূর্ণ করে দিবেন, যখন তার দীর্ঘ মেয়াদি মদ থেকে বোতল বেরিয়ে আসবে?",negative,0
খুব ভাল দাম ।,positive,1
ওয়েটার আমাদের উপেক্ষা করেছিলেন তা আমরা আমাদের ওয়েটারের চোখ ধরতে পারি নি,negative,0
চমত্কার স্থান,positive,1
স্পষ্টভাবে এটি রেস্টুরেন্ট না!,negative,0
এটি স্পষ্টভাবে রেস্টুরেন্ট না!,positive,1
তারা দলগুলোর আসন প্রত্যাখ্যান করে  সপ্তাহান্তে 3 বা তার বেশি বার,negative,0
সাধারণত প্রতি থালা 3 থেকে 4 আইটেম।,neutral,2
তাই ডিম দর্শনীয় কিন্তু সাম ছিল না।,neutral,2
তাই খাবার ছিল,neutral,2
"আরো উদ্বিগ্ন বলে মনে হয় ওয়েট্রেস, আসলে waitressing তুলনায় ভাল খুঁজছেন  ।",negative,0
স্থানটি সর্বাধিকের চেয়ে বড় এবং সর্বাধিক সংযোজন ব্যতীত পর্যাপ্ত অবস্থানগত বৈশিষ্ট্য রয়েছে এবং একটি বার  বার উল্লেখযোগ্য হয়েছে।,positive,1
কি রেপোফ,negative,0
"আমার বাগদত্তের আশ্চর্য 30th জন্মদিনে, ডিনার ছাঁটা এখানে সুখী না হতে পারে।",positive,1
এখানে আপনি এটা করতে পারেন।,neutral,2
সন্ত্রস্ত-খাদ্য।,positive,1
"ভাল সঙ্গীত, মহান খাদ্য, দ্রুত পরিষেবা সাশ্রয়ী মূল্যের দাম।",positive,1
"ভাল সঙ্গীত, মহান খাদ্য, দ্রুত পরিষেবা সাশ্রয়ী মূল্যের দাম।",positive,1
"ভাল সঙ্গীত, মহান খাদ্য, দ্রুত পরিষেবা সাশ্রয়ী মূল্যের দাম।",positive,1
"ভাল সঙ্গীত, মহান খাদ্য, দ্রুত পরিষেবা সাশ্রয়ী মূল্যের দাম।",positive,1
লবস্টার স্যান্ডউইচ $ 24 এবং যদিও এটি ভাল ছিল এটি প্রায় মূল্য ছিল না যে দাম দেওয়া আছে।,negative,0
আমি 5 বছর NY জন্য বসবাস করেছি এবং এই জায়গাটিতে আমার এটি সব আছে।,positive,1
আমি 5 বছর NY জন্য বসবাস করেছি এবং এই জায়গাটিতে আমার এটি সব আছে।,positive,1
আমি শুধু Mocaramel এর পর্যালোচনা পড়া এবং সাড়া প্রতিক্রিয়া অনুভূত করি।,neutral,2
পাশাপাশি ঠিক ছিল এবং অবিশ্বাস্যভাবে নরম ছিল।,negative,0
এটি প্রতিটি সময় স্পট আঘাত,positive,1
"কিছু কারণের জন্য, সলমনের জন্য মেনুতে সমস্ত সীফুডই অনুপলব্ধ ছিল।",negative,0
জনগণের ভিড় দ্বারা বোকা না,negative,0
এবং কোন উপায় আছে আউট আছে।,neutral,2
"পানীয় চমৎকার ছিল, এবং ডেজার্ট ভাল ছিল।",positive,1
"আমাদের সবাইকে বের করে দিতে পারত,কেননা গৃহকর্ত্রী এবং ওয়েট্রেস অবিশ্বাস্যভাবে অবাধ্য ছিল।",negative,0
আমি এনওয়াইসি দেখি যাতে সুন্দর সুন্দর বলতে পারি!,positive,1
"চাই, লং টান ঢাল একটি ভাল জায়গা,যদি আপনি একটি এশিয়ান অ্যাকসেন্ট সঙ্গে একটি হালকা খাবার খান ",positive,1
"আমি একটি চমৎকার ambiance  পাশাপাশিখুব ভাল খাবার পছন্দ করি,একটি সুন্দর ডিনারের জন্য বেরিয়ে আসার সময়।",neutral,2
" আমি বলি, ভাল - বাইরে থাকুন আপনি যে সব অলস লোকেরা Alphabet City এ আসতে চান না,",neutral,2
"অন্যথায়, এই জায়গাটি চমৎকার পরিষেবা এবং মূল্য এবং একটি সুন্দর বন্ধুত্বপূর্ণ পরিবেশ।",positive,1
"অন্যথায়, এই জায়গাটি চমৎকার পরিষেবা এবং মূল্য এবং একটি সুন্দর বন্ধুত্বপূর্ণ পরিবেশ।",positive,1
"অন্যথায়, এই জায়গাটি চমৎকার পরিষেবা এবং মূল্য এবং একটি সুন্দর বন্ধুত্বপূর্ণ পরিবেশ।",positive,1
"এই সুপারিশ মহান সেবা জন্য,অত্যন্ত চমৎকার সুশি।",positive,1
"এই সুপারিশ মহান সেবা জন্য,অত্যন্ত চমৎকার সুশি।",positive,1
"এই সুপারিশ মহান সেবা জন্য,অত্যন্ত চমৎকার সুশি।",positive,1
এই জায়গাটি এমন একটি গ্রুপ দ্বারা পরিচালিত হবে যা আসলে গ্রাহক সেবা বুঝতে পারে,negative,0
একটি + + মনোভাব মনোভাব সঙ্গে বরাবর চমৎকার ছিল।,positive,1
আমি কাজ করছি  এক দুই বছরের মেয়াদে চেষ্টা এটি আমার চতুর্থ বারের চেষ্টা ।,negative,0
খাদ্যটি সন্ত্রস্ত  বাশের চেষ্টা করুন - স্পষ্টভাবে স্ট্রিপড।,positive,1
কালো সাদা হেক্টর এছাড়াও ভাল আউট এসেছিলেন,positive,1
এটা খাবার শুধু এনওয়াইসি মধ্যে সেরা ,positive,1
সম্ভবত আবার যেতে হবে না ...,negative,0
কিছুদিন ধরে এই রেস্টুরেন্ট দ্বারা পাস করার পর আমি অবশেষে ডিনার করতে এবং রাতের খাবারের সিদ্ধান্ত নিয়েছিলাম।,neutral,2
"আসনটি যদি তারা রেস্টুরেন্টে সর্বাধিক সংখ্যক লোক পেতে চেষ্টা করছিল, তাই আপনার এখানে যখন খেতে পাবেন তখন আপনার প্রতিবেশীর প্রতি সুন্দর থাকুন।",negative,0
আমি চু চু কারিকে আদেশ দিয়েছিলাম এবং আমার বন্ধু প্যাড থাই মুরগির অর্ডার দিল।,neutral,2
আমাদের অভিজ্ঞতা নীল রিবন তুলনীয় হয়েছে আমরা প্রিন fixe জন্য সোমবার যান এবং খাদ্য ,neutral,2
(প্রথম হচ্ছে Joya)।Tuk Tuk হল আমার দ্বিতীয় প্রিয় আশপাশ থাই জায়গা,positive,1
"যাইহোক, তারা সবচেয়ে আশ্চর্যজনক pastrami পেয়েছেন এবং সূপ স্পট আঘাত।",positive,1
গ্রেট bagels পুরানো-ভাবে তৈরির উপায় ।,positive,1
"এই কিছু সত্যিই ভাল, সস্তা সুশীল হয়।",positive,1
"এই কিছু সত্যিই ভাল, সস্তা সুশীল হয়।",positive,1
"আমার ব্যক্তিগত প্রিয় একটি লাক্স বিস্তার সঙ্গে bagel একটি সবকিছু, কিন্তু সব bagels অবিশ্বাস্য ভাল।",positive,1
"খাদ্য মান খারাপ ছিল, খুব আমি কমপক্ষে খাদ্য ভাল খাওয়ার চেষ্টা করি কিন্তু সব অভিযোগ ছিল না",negative,0
"কেন আমরা বসে থাকি না তা সব ধরনের ব্যাখ্যা শোনা ,পরের ঘন্টা এবং অর্ধেকের জন্য আমরা এই পর্যটক রেস্টুরেন্টের ভিড়ের লবি অঞ্চলে দাঁড়িয়ে থাকি ।",negative,0
পিজা সুস্বাদু এবং মালিকানাধীন NYC মধ্যে নিখুঁত একটি।,positive,1
পিজা সুস্বাদু এবং মালিকানাধীন NYC মধ্যে নিখুঁত একটি।,positive,1
"এছাড়াও ক্লায়েন্ট লাঞ্চ মিটিং এর জন্য ভাল, esp",positive,1
একটি যাদু কাঠামো waving এর জন্য $ 600 (আমরা কখনও পরিশোধিত হয়েছে) এমনকি একটি পুনরাবৃত্তি কর্মক্ষমতা জন্য আমাদের ফিরে পাবেন না,negative,0
"সজ্জা গাঢ়, ঠান্ডা এবং শীতল, যখন খাবারের উপস্থাপনা দর্শনীয়, কম দাম বিবেচনা করে।",positive,1
"সজ্জা গাঢ়, ঠান্ডা এবং শীতল, যখন খাবারের উপস্থাপনা দর্শনীয়, কম দাম বিবেচনা করে।",positive,1
"সজ্জা গাঢ়, ঠান্ডা এবং শীতল, যখন খাবারের উপস্থাপনা দর্শনীয়, কম দাম বিবেচনা করে।",positive,1
Waitstaff খুব সুন্দর এবং আমার স্বামী তিনি তার খাবার উপভোগ করার জন্য swarfish প্রস্তাব।,positive,1
Waitstaff খুব সুন্দর এবং আমার স্বামী তিনি তার খাবার উপভোগ করার জন্য swarfish প্রস্তাব।,positive,1
সেটিং নৈমিত্তিক এবং রোমান্টিক হয়।,positive,1
এটা ভয়ঙ্কর ছিল।,negative,0
"শাট ডাউন করার জন্য ভয়ঙ্কর, ভয়ঙ্কর ব্যবস্থাপনা",negative,0
"চমৎকার সুশি ফাস্ট আসনবিন্যাস, দ্রুত ডেলিভারি, গ্রেট বন্ধুত্বপূর্ণ সেবা ।",positive,1
"উওম বন্ধুত্বপূর্ণ সেবা, দ্যুত আসনবিন্যাস, দ্রুত ডেলিভারি, চমৎকার সুশি",positive,1
চটকদার অত্যধিক ফরাসি রেস্টুরেন্টগুলি তারপর ডেজার্টগুলি আরো আকর্ষণীয় হয়ে উঠছে।,positive,1
"এই পরিষেবাটি একটি দুঃস্বপ্ন থেকে মনোনিবেশে পরিণত হয়, তারা মনে করে 90 ই অক্টোবরের NYYKYS এর কোনটিই খারাপ লাগবে না, আপনি কি জানেন এক কোণে প্রায় এক সমাবেশ ছিল ,এবং ইতালীয় খাবারের স্বাদ আছে (যে ইউইএস-তে বিস্ময়কর হতে পারে) ।",positive,1
"আমি অসামান্য খাদ্য পাওয়া জন্য , বিশেষ করে সালমান থালায় আমি ছিলাম",positive,1
মিজু সৃজনশীল এবং অনন্য রোলস এর বাড়ি যেখানে অন্য কোথাও পাওয়া যায় না।,positive,1
"নিউ ইয়র্ক টাইমস এই স্থানটি তিনবার আগে পর্যালোচনা করেছে, আপনি জানেন যে এটি ভাল হতে যাচ্ছে।",positive,1
বালুচি এর দৃঢ় খাদ্য এবং যুক্তিসঙ্গত মূল্যের একটি সুন্দর সজ্জা।,positive,1
বালুচি এর দৃঢ় খাদ্য এবং যুক্তিসঙ্গত মূল্যের একটি সুন্দর সজ্জা।,positive,1
বালুচি এর দৃঢ় খাদ্য এবং যুক্তিসঙ্গত মূল্যের একটি সুন্দর সজ্জা।,positive,1
"এমিলিও, মালিক, প্রায়ই আসে টেবিল মেটানোর জন্য টেবিলে বসেই বসে থাকেন।",positive,1
আমি তিনবার মালামাল এনেছি - দুপুরের খাবারে দুবার এবং একবার ডিনারে।,neutral,2
আমি এই রেস্টুরেন্টে আশ্চর্য যা প্রত্যাশা করে এসেছি কিন্ত গিয়ে দেখি ওভার charged বাকি।,negative,0
আমি এই রেস্টুরেন্টে আশ্চর্য যা প্রত্যাশা করে এসেছি কিন্ত গিয়ে দেখি ওভার charged বাকি।,negative,0
বায়ুমণ্ডল ধীরগতির এবং ওয়েটাররা আক্ষরিকভাবে যতটা সম্ভব দ্রুত কাজ করতে পারছে।,negative,0
"একটি ভাল ওয়াইন তালিকা আছে, এবং চিরতরে পরিবর্তিত মেনু সবসময় কিছু মহান বিস্ময় প্রদান করে ,সীফুড খাবার আশ্চর্যজনক ।",positive,1
আমি সাধারণত ভারতীয় দের সাথে ওয়াইন না যাতে আমি তাদের ওয়াইন তালিকা বা তাদের ওয়াইন মন্তব্য করতে পারবেন না।,neutral,2
Pastrami বা আখের গোবর সরস এবং উচ্চ আবদ্ধ (অতিরিক্ত রাই রুটি জন্য জিজ্ঞাসা করুন)।,positive,1
"($ 200 শ্যাম্পেন 2 গ্লাস জন্য, ওয়াইন খুব ব্যয়বহুল বোতল না এবং 2 ডিনার পানীয় পরে)।",negative,0
"সত্যিই যদিও, সেখানে মজাদার হয়?",negative,0
"খাদ্যটি ঠিক ঠাক ছিল, অন্তত সে খাদ্য উপলব্ধ ছিল।",negative,0
"একটি বিশাল প্রত্যাবর্তন মাউন্ট ,এবং তারা এটি ঘুরায় ডিনারের সময় !!",positive,1
ওয়েট্রেস আমাদের সাথে খুব ধৈর্যশীল ছিল এবং খাদ্য অসাধারণ!,positive,1
ওয়েট্রেস আমাদের সাথে খুব ধৈর্যশীল ছিল এবং খাদ্য অসাধারণ!,positive,1
"পরিবেশ চমৎকার ছিল, কিন্তু সেবা টাই মহান ছিল না।",negative,0
"পরিবেশ চমৎকার ছিল, কিন্তু সেবা টাই মহান ছিল না।",positive,1
"সলিড ওয়াইন তালিকা, বুদ্ধিমান কর্মচারী, বন্ধুত্বপূর্ণ মালিক এবং একটি সাহসিক, পরিবর্তনশীল মেনুতে আমাদের ফিরে আসার কথা ।",positive,1
"সলিড ওয়াইন তালিকা, বুদ্ধিমান কর্মচারী, বন্ধুত্বপূর্ণ মালিক এবং একটি সাহসিক, পরিবর্তনশীল মেনুতে আমাদের ফিরে আসার কথা ।",positive,1
সেখানে কাজ করে এমন লোকেরা সবসময় আপনাকে বন্ধুত্বপূর্ণ মনে করে যে আপনি নিউইয়র্কে আছেন কখনও কখনও ভুলে যান,positive,1
"আমরা এমনকি একটি মেনুও দেখতে পাইনি, কারণ আমাদের ওয়েটারটি বিশেষ এবং প্রধান খাবারের বর্ণনা করেছে।",positive,1
অবস্থান এবং পরিবেশটি ঠিক আছে কিন্তু খাদ্যটি এটির জন্য তৈরি হয়।,positive,1
অবস্থান এবং পরিবেশটি ঠিক আছে কিন্তু খাদ্যটি এটির জন্য তৈরি হয়।,neutral,2
"অন্যথায়, দেরী nite খাওয়া জন্য ভাল স্টাফ।",positive,1
"ডিনার ছিল ঠিক আছে, কিছুই আবার হবে।",negative,0
এটি পুরু এবং সামান্য লঘু,negative,0
এটা যদি আপনার ভিতরে বসতে না হয় তাহলে একই নয়।,neutral,2
আমি ভালোবাসি এবং আমি উৎকৃষ্টতা দ্বারা gourmet খাদ্য জানেন!,positive,1
"আমি আবারও এখানে আসার পরিকল্পনা করছি এবং ব্রুসচেটো, প্যানিনি এর তাদের ভাণ্ডারের চেষ্টা করার জন্য অপেক্ষা করছি .....",positive,1
"আমি আবারও এখানে আসার পরিকল্পনা করছি এবং ব্রুসচেটো, প্যানিনি এর তাদের ভাণ্ডারের চেষ্টা করার জন্য অপেক্ষা করছি .....",positive,1
অন্যদের মতো ভাল মানুষ আপনার মতো একই কাজ করে।,positive,1
হয়তো এটা শুধু একটি unintentional ভুল ছিল কিন্তু আমি অন্যান্য রেস্টুরেন্টের সাথে একই অভিজ্ঞতা করেছি তাই আমি এই ধরনের অনুশীলন প্রশংসা করি।,negative,0
"আমাদের দলের দুইজন মানুষ অন্য কিছুর মত অনুভূত, এবং Volare অবিলম্বে তাদের নিয়মিত মেনুতে ছিল না যে দুটি দুর্দান্ত খাবারের সঙ্গে বাধ্য।",positive,1
"আমাদের দলের দুইজন মানুষ অন্য কিছুর মত অনুভূত, এবং Volare অবিলম্বে তাদের নিয়মিত মেনুতে ছিল না যে দুটি দুর্দান্ত খাবারের সঙ্গে বাধ্য।",positive,1
তিনি সমাধি সেবা প্রদান করেন এবং তার কোন ব্যক্তিত্ব নেই।,negative,0
"ওয়েট্রেস আমাকে স্মরণ করে এবং খুব বন্ধুত্বপূর্ণ, তিনি জানেন আমার নিয়মিত কি কি এবং মিষ্টিকাল দুধ এবং বায়ানচার্দে মিলিত ফলের সাথে ভাজা মিনি বন।",positive,1
"ওয়েট্রেস আমাকে স্মরণ করে এবং খুব বন্ধুত্বপূর্ণ, তিনি জানেন আমার নিয়মিত কি কি এবং মিষ্টিকাল দুধ এবং বায়ানচার্দে মিলিত ফলের সাথে ভাজা মিনি বন।",positive,1
আমি ফিরে যাচ্ছি.,positive,1
ডিস্ট্রিবিউটের খাবারের দাম কমেছে ...,negative,0
আমার বন্ধু এবং আমি এখানে নিয়মিত দুই বছর ধরে চলছি।,neutral,2
"কি দারুন! কিভাবে আমি এই এক মিস, প্রথমবারের জন্য গত সপ্তাহে লং টান চেষ্টা এবং এখন এনওয়াই টাইমস এবং আশপাশের মধ্যে আরও অনেক আগেই জানত কি জানেন।",positive,1
"আপনি খালি পেটে সেখানে যান এবং একটি শিশু ভেড়া বাছুর মত অনুভূতি ছেড়ে (ঠিক খারাপ কৌতুক), কিন্তু আপনি দেখতে পাবেন।",positive,1
"যদিও আমরা পুঙ্খানুপুঙ্খভাবে খাবার উপভোগ করতাম, কথোপকথনের জন্য টেবিলের দিকে চিৎকার করে বিরক্ত করতে ছিল।",negative,0
"যদিও আমরা পুঙ্খানুপুঙ্খভাবে খাবার উপভোগ করতাম, কথোপকথনের জন্য টেবিলের দিকে চিৎকার করে বিরক্ত করতে ছিল।",positive,1
আমার এবং আমার মেয়ে স্পষ্টভাবে ফিরে যেতে হবে।,positive,1
অংশ বৃহৎ এবং সার্ভার সর্বদা একটি ভিন্ন স্টার্টার সঙ্গে আমরা আশ্চর্য।,positive,1
অংশ বৃহৎ এবং সার্ভার সর্বদা একটি ভিন্ন স্টার্টার সঙ্গে আমরা আশ্চর্য।,positive,1
"সুস্বাদু bagels, বিশেষ করে যখন ডান চুলা বাইরে।",positive,1
আমি স্পন্দন দ্বারা পাস করেছি অনেক সময় বা সবসময় যেতে চাই।,neutral,2
সব খাবার গরম সুস্বাদু ছিল।,positive,1
অনেক বার হয়েছে এবং এটি হতাশ না।,positive,1
আমাদের সার্ভার খুবই সহায়ক এবং বন্ধুত্বপূর্ণ ছিল।,positive,1
সবজি দিয়ে সবুজ কাঁটার চেষ্টা করুন,positive,1
আপনি একটি নগদ নগদ ড্রপ করতে চান না যদি একটি ভাল তারিখ স্পট হিসাবে এই জায়গায় সুপারিশ করে।,positive,1
আপনি একটি নগদ নগদ ড্রপ করতে চান না যদি একটি ভাল তারিখ স্পট হিসাবে এই জায়গায় সুপারিশ করে।,positive,1
যদিও আমি নিশ্চিত নই যে এই সব সময়ই ঘটে - এই ধরনের পূনবান ব্যবসা ক্রয়ের জন্য !,positive,1
এই জায়গা ছিল না যে!,negative,0
"প্রথমত, এই জায়গা * রোমান্টিক নয় *, সিটিসার্চের সম্পাদকীয় পর্যালোচনা দ্বারা দাবি করা হয়েছে।",negative,0
"দ্বিতীয় আপনি দরজা মত ভারী খিলান মাধ্যমে পদব্রজে ভ্রমণের জন্য , আপনার আগমনের আশংকা মানুষের সঙ্গে আপনি বুঝতে পারে যে আপনি একটি জীবনকালের ডাইনিং সাইড আছে যাচ্ছেন।",positive,1
"দ্বিতীয় আপনি দরজা মত ভারী খিলান মাধ্যমে পদব্রজে ভ্রমণের জন্য , আপনার আগমনের আশংকা মানুষের সঙ্গে আপনি বুঝতে পারে যে আপনি একটি জীবনকালের ডাইনিং সাইড আছে যাচ্ছেন।",positive,1
আরো অনেক বেশি যুক্তিসঙ্গত দাম!,positive,1
"আপনি ম্যানহাটানের দ্বীপ বন্ধ venture এবং একটি মহান ইতালীয় রেস্টুরেন্ট খুঁজে পেতে পারেন বলে মনে হচ্ছে না করতে পারেন, Corona ড্রাইভ।",neutral,2
"উচ্চমানের রেস্তোরাঁর জন্যও ছোট ছোট জিনিস ছিল খাবারটি খুব সুস্বাদু ছিল না, এমন ।",negative,0
"সবাই ইতালিয়ান কথা বলে,মিলান থেকে আমার বন্ধু এবং আমি আমাদের আধ্যাত্মিকভাবে আশ্চর্য হয়ে আছি",positive,1
"অন্যরা অন্য রেস্টুরেন্টে যাওয়ার কারণে,তারা দু: খিত অনুভব করলো তারা খাওয়া না হওয়া পর্যন্ত ",neutral,2
"যদি আপনি এটি রাখতে না চান তাহলে, কেন একটি রিজার্ভেশন করেন",negative,0
এখানে প্যাডের পাশাপাশি থাইও চমৎকার,positive,1
বাইরে বড় এবং gawky আছে,negative,0
আমি মেরি অনেক বার হয়েছে এবং এটা আমি পছন্দ করি,positive,1
" আমরা কি ভাবনার মধ্যে গিয়েছিলাম,আমাদের একটি deli ছিল ঠাণ্ডা ঠান্ডা আবহাওয়া থেকে বেরিয়ে আসার জন্য অনুসন্ধান করলাম।",negative,0
" আমি সুপারিশ করলাম না কারণ, এটি চীনা রেস্টুরেন্ট যা অন্যান্য লঞ্চ রেস্টুরেন্টের মতই স্বাদ।",negative,0
অত্যন্ত বাঞ্ছনীয়!!!!!,positive,1
সোহোতে এটি সেরা জিনিস।,positive,1
গত রাতে এখানে গিয়ে একটি সুন্দর অভিজ্ঞতা হয়েছিলো।,positive,1
"মানুষ স্পষ্টত তাদের পিজা উপভোগ করছিলো,আমার নিনা এর ব্লক উপর পার্কিং জায়গা সুন্দর লাগছিল, ।",positive,1
"মানুষ স্পষ্টত তাদের পিজা উপভোগ করছিলো,আমার নিনা এর ব্লক উপর পার্কিং জায়গা সুন্দর লাগছিল, ।",positive,1
"আমার একটি বন্ধুর অত্যন্ত সুপারিশ ছিল,আমি আমাদের বার্ষিকী জন্য আমার প্রেমিক সঙ্গে সেখানে গিয়েছিলাম।",neutral,2
"$ 760 এর জন্য 2 জন লোক, একবার এটি একটি জীবন্ত অভিজ্ঞতার জন্য।",negative,0
