text,Tag,sentiment,temp_list
বাংলাদেশ দলে এই দুই গদর্বকে কেন টিম সিলেক্ট করে আমার মাথায় আসে না,negative,0,"['বাংলাদেশ', 'দলে', 'গদর্বকে', 'টিম', 'সিলেক্ট', 'মাথায়', 'আসে']"
)খোলায়ার ও টীম ম্যানেজমেন্টের অতিরিক্ত আত্মবিশ্বাস ও অহংকার,negative,0,"['খোলায়ার', 'টীম', 'ম্যানেজমেন্টের', 'অতিরিক্ত', 'আত্মবিশ্বাস', 'অহংকার']"
শ্রীলংকাকে অতি দুর্বল দল মনেকরা,negative,0,"['শ্রীলংকাকে', 'অতি', 'দুর্বল', 'দল', 'মনেকরা']"
সাকিব তামিমের বিকল্প খেলোয়ার তৈরি না করা।,positive,1,"['সাকিব', 'তামিমের', 'বিকল্প', 'খেলোয়ার', 'তৈরি', 'করা']"
একজন দক্ষকোচের অভাব।।,negative,0,"['একজন', 'দক্ষকোচের', 'অভাব']"
বাংলাদেশের ব্যাটসম্যানদের সেই চিরচেনা বলকে খোঁচা মারা।।,negative,0,"['বাংলাদেশের', 'ব্যাটসম্যানদের', 'চিরচেনা', 'বলকে', 'খোঁচা', 'মারা']"
বাংলাদেশের ব্যাটসম্যানদের সেই চিরচেনা বলকে খোঁচা মারা।।,negative,0,"['বাংলাদেশের', 'ব্যাটসম্যানদের', 'চিরচেনা', 'বলকে', 'খোঁচা', 'মারা']"
বাংলাদেশ কয়েকটা ম্যাচ অার সিরিজ জিতে ওয়ান্স ইন এ ব্লুমুন। তারপর শুরু হয় দর্শকদের উম্মাদনা,negative,0,"['বাংলাদেশ', 'কয়েকটা', 'ম্যাচ', 'অার', 'সিরিজ', 'জিতে', 'ওয়ান্স', 'ইন', 'ব্লুমুন', 'দর্শকদের', 'উম্মাদনা']"
"প্রধানমন্ত্রী এদেরকে টাকার বন্যায় ভাসিয়ে দেয়। অামি গ্যারান্টি দিলাম লিখে রাখেন, বাংলাদেশ অাগামী ১০০ বছরেও বিশ্বকাপ জেতা তো দূরের কথা ফাইনালেও যেতে পারবেনা",negative,0,"['প্রধানমন্ত্রী', 'এদেরকে', 'টাকার', 'বন্যায়', 'ভাসিয়ে', 'দেয়', 'অামি', 'গ্যারান্টি', 'দিলাম', 'লিখে', 'রাখেন', 'বাংলাদেশ', 'অাগামী', '১০০', 'বছরেও', 'বিশ্বকাপ', 'জেতা', 'দূরের', 'কথা', 'ফাইনালেও', 'পারবেনা']"
 কোনো এক সময় জাতীয় দলে ওপেনার জাবেদ ওমর দল থেকে বাদ পরার বলেছিল.... আমি দল থেকে বাদ পরা নিয়ে চিন্তা করি না কারণ নতুন ছেলেরা আবার খারাব করবে।।,negative,0,"['কোনো', 'এক', 'সময়', 'জাতীয়', 'দলে', 'ওপেনার', 'জাবেদ', 'ওমর', 'দল', 'বাদ', 'পরার', 'বলেছিল', 'দল', 'বাদ', 'পরা', 'চিন্তা', 'ছেলেরা', 'খারাব', 'করবে']"
 কোনো এক সময় জাতীয় দলে ওপেনার জাবেদ ওমর দল থেকে বাদ পরার বলেছিল.... আমি দল থেকে বাদ পরা নিয়ে চিন্তা করি না কারণ নতুন ছেলেরা আবার খারাব করবে।।,negative,0,"['কোনো', 'এক', 'সময়', 'জাতীয়', 'দলে', 'ওপেনার', 'জাবেদ', 'ওমর', 'দল', 'বাদ', 'পরার', 'বলেছিল', 'দল', 'বাদ', 'পরা', 'চিন্তা', 'ছেলেরা', 'খারাব', 'করবে']"
চাইনিজ জাপানীজ অার অামেরিকানরা ক্রিকেট খেলেনা।,negative,0,"['চাইনিজ', 'জাপানীজ', 'অার', 'অামেরিকানরা', 'ক্রিকেট', 'খেলেনা']"
ক্রিকেট বাদ দিয়ে দেশের মেধাবী তরুণ তরুণীদের পেছনে অর্থ ব্যায় করুন।,negative,0,"['ক্রিকেট', 'বাদ', 'দিয়ে', 'দেশের', 'মেধাবী', 'তরুণ', 'তরুণীদের', 'পেছনে', 'অর্থ', 'ব্যায়', 'করুন']"
এই ক্রিকেটারদের পিছনে কোটি কোটি টাকা ঢেলে অামাদের লাভটা কি?,negative,0,"['ক্রিকেটারদের', 'পিছনে', 'টাকা', 'ঢেলে', 'অামাদের', 'লাভটা', 'কি']"
বাংলাদেশ ভাল খেললেই মিডিয়া বেশি লাফালাফি করে এর জন্য খেলোয়াররা নিজেদের hero ভাবতে শুরু করে,negative,0,"['বাংলাদেশ', 'ভাল', 'খেললেই', 'মিডিয়া', 'লাফালাফি', 'খেলোয়াররা', 'hero', 'ভাবতে']"
বাংলাদেশ ভাল খেললেই মিডিয়া বেশি লাফালাফি করে এর জন্য খেলোয়াররা নিজেদের hero ভাবতে শুরু করে,negative,0,"['বাংলাদেশ', 'ভাল', 'খেললেই', 'মিডিয়া', 'লাফালাফি', 'খেলোয়াররা', 'hero', 'ভাবতে']"
সৌম্য সরকারের মনে হয় কপাল জাবেদের মতই হবে,negative,0,"['সৌম্য', 'সরকারের', 'কপাল', 'জাবেদের', 'মতই']"
 জিম্বাবুয়ে জাতীয় ক্রিকেট দলের বিরুদ্ধে টানা দশম জয় এবং রকেট এিদেশীয় ওডিআই সিরিজে টানা তৃতীয় জয়ের পর আজকের ম্যাচের হার বাংলাদেশ,positive,1,"['জিম্বাবুয়ে', 'জাতীয়', 'ক্রিকেট', 'দলের', 'বিরুদ্ধে', 'টানা', 'দশম', 'জয়', 'রকেট', 'এিদেশীয়', 'ওডিআই', 'সিরিজে', 'টানা', 'তৃতীয়', 'জয়ের', 'আজকের', 'ম্যাচের', 'হার', 'বাংলাদেশ']"
জাতীয় ক্রিকেট দলের জন্য বিশাল কোন বিষয় না। কিন্তু পরিকল্পনা / সিদ্ধান্ত গ্রহনে ভুলের জন্য মাএ ৮২ রানে অলআাউট হওয়াটা কষ্ট দিচ্ছে ...... !!!,negative,0,"['জাতীয়', 'ক্রিকেট', 'দলের', 'বিশাল', 'বিষয়', 'না', 'পরিকল্পনা', '/', 'সিদ্ধান্ত', 'গ্রহনে', 'ভুলের', 'মাএ', '৮২', 'রানে', 'অলআাউট', 'হওয়াটা', 'কষ্ট', 'দিচ্ছে']"
জাতীয় ক্রিকেট দলের জন্য বিশাল কোন বিষয় না। কিন্তু পরিকল্পনা / সিদ্ধান্ত গ্রহনে ভুলের জন্য মাএ ৮২ রানে অলআাউট হওয়াটা কষ্ট দিচ্ছে ...... !!!,negative,0,"['জাতীয়', 'ক্রিকেট', 'দলের', 'বিশাল', 'বিষয়', 'না', 'পরিকল্পনা', '/', 'সিদ্ধান্ত', 'গ্রহনে', 'ভুলের', 'মাএ', '৮২', 'রানে', 'অলআাউট', 'হওয়াটা', 'কষ্ট', 'দিচ্ছে']"
প্রতি ম্যাচ সাকিব তামিম মুশফিক জিতাবে বাকিরা বাল ফেলবে এটা হতে পারেনা।,negative,0,"['ম্যাচ', 'সাকিব', 'তামিম', 'মুশফিক', 'জিতাবে', 'বাকিরা', 'বাল', 'ফেলবে', 'পারেনা']"
ওপেনিং ঠিক আছে বিজয়ের আশা এখনো ছেড়ে দেওয়ার সময় হয়নি ভাবতে হবে মির্ডল অর্ডার নিয়ে ,positive,1,"['ওপেনিং', 'বিজয়ের', 'আশা', 'এখনো', 'ছেড়ে', 'দেওয়ার', 'সময়', 'হয়নি', 'ভাবতে', 'মির্ডল', 'অর্ডার']"
নাসিরের জায়গায় সাইফ উদ্দিন ভালো ব্যাটিং করবে যদি সে ব্যাটিংয়ে একটু বেশি মনযোগ দেয়।,negative,0,"['নাসিরের', 'জায়গায়', 'সাইফ', 'উদ্দিন', 'ভালো', 'ব্যাটিং', 'ব্যাটিংয়ে', 'একটু', 'মনযোগ', 'দেয়']"
 সাব্বির মাহমুদুল্লা মাশরাফি এই তিনজনের বিকল্প খোজার এখনই সঠিক সময় ওরা পুরো সিরিজটা'ই বাজে খেলেছে।।,negative,0,"['সাব্বির', 'মাহমুদুল্লা', 'মাশরাফি', 'তিনজনের', 'বিকল্প', 'খোজার', 'এখনই', 'সঠিক', 'সময়', 'পুরো', 'সিরিজটাই', 'বাজে', 'খেলেছে']"
বাংলাদেশি প্লেয়ার গুলারে মনে হয় সকাল বেলা নাস্তার সাথে জোলাব মিশায় খাওয়ায় দিসিলো!,negative,0,"['বাংলাদেশি', 'প্লেয়ার', 'গুলারে', 'সকাল', 'বেলা', 'নাস্তার', 'সাথে', 'জোলাব', 'মিশায়', 'খাওয়ায়', 'দিসিলো']"
মাঠে আসল সবার একসাথে পায়খানা চাপ দিল আর সব যত তাড়াতাড়ি পারল ব্যাটিং রাইখাই বাথরুমে দৌড় দাওয়া শুরু করল!,negative,0,"['মাঠে', 'আসল', 'একসাথে', 'পায়খানা', 'চাপ', 'দিল', 'তাড়াতাড়ি', 'পারল', 'ব্যাটিং', 'রাইখাই', 'বাথরুমে', 'দৌড়', 'দাওয়া', 'করল']"
 ভাই সবাইত বিজয় বিজয় কইরা লাফাইছিলেন। ,negative,0,"['ভাই', 'সবাইত', 'বিজয়', 'বিজয়', 'কইরা', 'লাফাইছিলেন']"
 ভাই বিজয় এর সমস্যা টেকনিকে।,negative,0,"['ভাই', 'বিজয়', 'সমস্যা', 'টেকনিকে']"
গালিগালাজ কইরা হাতুরুসিংহে কে বের করার বড় খেসারত বাংলাদেশ কে দিতে হবে বিশ্বকাপে,negative,0,"['গালিগালাজ', 'কইরা', 'হাতুরুসিংহে', 'বের', 'বড়', 'খেসারত', 'বাংলাদেশ', 'বিশ্বকাপে']"
" যেদিন দেখলাম বাংলদেশের ক্রিকেট খেলোয়ারা বলতে শুরুকরল অামাদের প্রধান কোচ প্রধান মন্ত্রী, সেদিন বুঝতে পারলাম এরা খেলা খেলার জায়গায় না রেখে চাটুকারিতায় লিপ্ত হয়ে পড়েছে",negative,0,"['যেদিন', 'দেখলাম', 'বাংলদেশের', 'ক্রিকেট', 'খেলোয়ারা', 'শুরুকরল', 'অামাদের', 'প্রধান', 'কোচ', 'প্রধান', 'মন্ত্রী', 'সেদিন', 'বুঝতে', 'পারলাম', 'খেলা', 'খেলার', 'জায়গায়', 'চাটুকারিতায়', 'লিপ্ত', 'হয়ে', 'পড়েছে']"
"ব্যাঙলাদেশের শোচনীয় পরাজয়ের একমাত্র কারন, শ্রীলঙ্কাকে ফাইনালে তোলা ।",negative,0,"['ব্যাঙলাদেশের', 'শোচনীয়', 'পরাজয়ের', 'একমাত্র', 'কারন', 'শ্রীলঙ্কাকে', 'ফাইনালে', 'তোলা']"
 জিম্বাবুয়ের সঙ্গে বিশ্বাসঘাতকতা করা হয়েছে । ICCর উচিৎ তদন্ত করা ।,negative,0,"['জিম্বাবুয়ের', 'বিশ্বাসঘাতকতা', 'হয়েছে', 'ICCর', 'উচিৎ', 'তদন্ত']"
 দল জেতায় সাকিব কিছু আবালরা ক্রেডিট দেয় মাশরাফিরে,negative,0,"['দল', 'জেতায়', 'সাকিব', 'আবালরা', 'ক্রেডিট', 'দেয়', 'মাশরাফিরে']"
 দল জেতায় সাকিব কিছু আবালরা ক্রেডিট দেয় মাশরাফিরে,negative,0,"['দল', 'জেতায়', 'সাকিব', 'আবালরা', 'ক্রেডিট', 'দেয়', 'মাশরাফিরে']"
দল জেতায় তামিম আবালরা আওয়াজ তোলে ম্যাসের নামে স্টেডিয়াম হোক,negative,0,"['দল', 'জেতায়', 'তামিম', 'আবালরা', 'আওয়াজ', 'তোলে', 'ম্যাসের', 'নামে', 'স্টেডিয়াম']"
"দল জেতায় মুশি ক্রেডিট ম্যাসের,দল জেতায় রিয়াদ আর ম্যাস বীর হয়ে যায়।",negative,0,"['দল', 'জেতায়', 'মুশি', 'ক্রেডিট', 'ম্যাসেরদল', 'জেতায়', 'রিয়াদ', 'ম্যাস', 'বীর', 'হয়ে', 'যায়']"
"সাকিব আর তামিম যে ভাবে খেলছিল, সে ভাবে প্রতেক ম্যাচে তাদের প্রাপ্য বারনো হয়নি।",negative,0,"['সাকিব', 'তামিম', 'খেলছিল', 'প্রতেক', 'ম্যাচে', 'প্রাপ্য', 'বারনো', 'হয়নি']"
নাসির আনামুল রিয়াদ কি প্রতেক ম্যাচে ভালো খেলবে?,positive,1,"['নাসির', 'আনামুল', 'রিয়াদ', 'প্রতেক', 'ম্যাচে', 'ভালো', 'খেলবে']"
"ওদের বলার ১০ উইকেট নিল অথচ আমরা, বিশেষ করে মাসরাফি সেদিন জিতার পর খুব অহংকারি ভাব দেখিয়ছিলো",negative,0,"['বলার', '১০', 'উইকেট', 'নিল', 'আমরা', 'মাসরাফি', 'সেদিন', 'জিতার', 'অহংকারি', 'ভাব', 'দেখিয়ছিলো']"
কিন্তু নাসির কে দলে নেয়ার জন্যে একটা সময় কমেন্ট বক্সে ঝড় ওঠতো।,negative,0,"['নাসির', 'দলে', 'নেয়ার', 'জন্যে', 'একটা', 'সময়', 'কমেন্ট', 'বক্সে', 'ঝড়', 'ওঠতো']"
"বাংলাদেশের মান সাম্মা সব নিলামে তুলছে বিবিসি, ",negative,0,"['বাংলাদেশের', 'মান', 'সাম্মা', 'নিলামে', 'তুলছে', 'বিবিসি']"
এরা সবসময় বাংলাদেশকে ছোট ও অসম্মান করে বিশ্বের কাছে,negative,0,"['সবসময়', 'বাংলাদেশকে', 'ছোট', 'অসম্মান', 'বিশ্বের']"
 বাংলাদেশের খেলা দেখা মনে হয়েছিল এটা কোন উগান্ডায় খেলা হচ্চে কি??,negative,0,"['বাংলাদেশের', 'খেলা', 'হয়েছিল', 'উগান্ডায়', 'খেলা', 'হচ্চে', 'কি']"
 বাংলাদেশের খেলা দেখা মনে হয়েছিল এটা কোন উগান্ডায় খেলা হচ্চে কি??,negative,0,"['বাংলাদেশের', 'খেলা', 'হয়েছিল', 'উগান্ডায়', 'খেলা', 'হচ্চে', 'কি']"
" যখন ব্যাটে বোলিংয়ে দুই একজনে ম্যাচ জেতায়, তখন তার কৃতিত্ব পায় অষ্টম বীরশ্রে",negative,0,"['ব্যাটে', 'বোলিংয়ে', 'একজনে', 'ম্যাচ', 'জেতায়', 'কৃতিত্ব', 'পায়', 'অষ্টম', 'বীরশ্রে']"
" যখন ব্যাটে বোলিংয়ে দুই একজনে ম্যাচ জেতায়, তখন তার কৃতিত্ব পায় অষ্টম বীরশ্রে",negative,0,"['ব্যাটে', 'বোলিংয়ে', 'একজনে', 'ম্যাচ', 'জেতায়', 'কৃতিত্ব', 'পায়', 'অষ্টম', 'বীরশ্রে']"
 বাংলাদশের ক্রিকেট দলের স্বভাব হল দুই একটা ম্যাচ জেতার পর আকাশে উড়তে থাকে,negative,0,"['বাংলাদশের', 'ক্রিকেট', 'দলের', 'স্বভাব', 'একটা', 'ম্যাচ', 'জেতার', 'আকাশে', 'উড়তে']"
"হারলে কত কারনেই বের হয়,আর জিতলে সব ঠিক, আজ কে যদি জয় লাভ করতো তখন বলতো এই চার টি কারনের কারনেই বাংলাদেশ জয় লাভ করছে",negative,0,"['হারলে', 'কারনেই', 'বের', 'হয়আর', 'জিতলে', 'ঠিক', 'জয়', 'লাভ', 'করতো', 'বলতো', 'কারনের', 'কারনেই', 'বাংলাদেশ', 'জয়', 'লাভ']"
" আজকের হার নিয়ে কোনো মন্তব্য করা ইসলাম বিরোধী কারন দলে কোনো কাফের খেলোয়ার ছিলো না, যেমনঃ সৌম্য, লিটন",negative,0,"['আজকের', 'হার', 'মন্তব্য', 'ইসলাম', 'বিরোধী', 'কারন', 'দলে', 'কাফের', 'খেলোয়ার', 'ছিলো', 'না', 'যেমনঃ', 'সৌম্য', 'লিটন']"
"এর রকম হতেই পারে মাঝে মাঝে। ওদিকে ইংল্যান্ড, ইন্ডিয়া আর পাকিস্তানের কি খারাপি চলেছিল!",positive,1,"['মাঝে', 'মাঝে', 'ওদিকে', 'ইংল্যান্ড', 'ইন্ডিয়া', 'পাকিস্তানের', 'খারাপি', 'চলেছিল']"
গতকালও ইন্ডিয়া টেস্টে ১৮৭ তে অলআউট!,neutral,2,"['গতকালও', 'ইন্ডিয়া', 'টেস্টে', '১৮৭', 'তে', 'অলআউট']"
" জিতলে যেভাবে বাংলাদেশি খেলোয়ারদের ফুলিয়ে বেলুন বানানো হয়,তাতে ফেটে যাওয়ায় অবাক হওয়ার কি আছে!!",negative,0,"['জিতলে', 'যেভাবে', 'বাংলাদেশি', 'খেলোয়ারদের', 'ফুলিয়ে', 'বেলুন', 'বানানো', 'হয়তাতে', 'ফেটে', 'যাওয়ায়', 'অবাক', 'হওয়ার', 'আছে']"
 পাগলামি খেলা খেলেছে টাইগাররা! আশা করি পাপন স্যর বিষয়টা আমলে নিবেন!,negative,0,"['পাগলামি', 'খেলা', 'খেলেছে', 'টাইগাররা', 'আশা', 'পাপন', 'স্যর', 'বিষয়টা', 'আমলে', 'নিবেন']"
নাছির আর এনামুল কে যে গুলো এখন বাদ দিতে বলতেছে অই গুলো রে আগে পাছায় লাথি মারা উচিত,negative,0,"['নাছির', 'এনামুল', 'গুলো', 'বাদ', 'বলতেছে', 'অই', 'গুলো', 'রে', 'পাছায়', 'লাথি', 'মারা']"
 ঘরোয়া লিগে এত ভাল খেলার পরে ওদের চান্স দেয় হাতুরু আর পাপন।আর এখন ওদের কথা শুনেন।,negative,0,"['ঘরোয়া', 'লিগে', 'ভাল', 'খেলার', 'চান্স', 'দেয়', 'হাতুরু', 'পাপনআর', 'কথা', 'শুনেন']"
আজকের ম্যচে সকিব তামিম ব্যাটসম্যান। বাকি সবাই হা ডু ডু খেলোয়ার??,negative,0,"['আজকের', 'ম্যচে', 'সকিব', 'তামিম', 'ব্যাটসম্যান', 'বাকি', 'সবাই', 'হা', 'ডু', 'ডু', 'খেলোয়ার']"
সিনিয়র ক্রিকেটার মাহমুদুল্লার ভূমিকা কি??,negative,0,"['সিনিয়র', 'ক্রিকেটার', 'মাহমুদুল্লার', 'ভূমিকা', 'কি']"
এতো দুর্বল ভাইবেননা ! একটারে পাইলেই হইব ! গ্যাছাং কইরা দিমু !,negative,0,"['এতো', 'দুর্বল', 'ভাইবেননা', 'একটারে', 'পাইলেই', 'হইব', 'গ্যাছাং', 'কইরা', 'দিমু']"
 জিম্বাবুয়েকে আর ভাল লাগে না এখন আমরা চাই বাংলাদেশ শ্রীলঙ্কাকে যে ন হারাক,negative,0,"['জিম্বাবুয়েকে', 'ভাল', 'লাগে', 'চাই', 'বাংলাদেশ', 'শ্রীলঙ্কাকে', 'ন', 'হারাক']"
আশা করি যাতে বাংলাদেশ আজকে হেড়ে যায় ।,negative,0,"['আশা', 'বাংলাদেশ', 'আজকে', 'হেড়ে']"
স্কোর কত?,negative,0,"['স্কোর', 'কত']"
 যে দলই আসুক না কেন জিতবো ইনসাল্লা আমরাই,positive,1,"['দলই', 'আসুক', 'জিতবো', 'ইনসাল্লা', 'আমরাই']"
সময় বলে দিবে?,negative,0,"['সময়', 'দিবে']"
 বাংলাদেশ অব্যশই ফেভারিট।,negative,0,"['বাংলাদেশ', 'অব্যশই', 'ফেভারিট']"
 প্রতিপক্ষ শ্রীলংকা টিম কিন্তু গত একবছর আগের দল থেকে তারা এখন অনেক শক্তিশালী দল,negative,0,"['প্রতিপক্ষ', 'শ্রীলংকা', 'টিম', 'গত', 'একবছর', 'আগের', 'দল', 'শক্তিশালী', 'দল']"
জিম্বাবুয়েও চমক দেখাতে পারে।।,negative,0,"['জিম্বাবুয়েও', 'চমক', 'দেখাতে', 'পারে']"
জিম্বাবুয়ে ফেভারিট। ,positive,1,"['জিম্বাবুয়ে', 'ফেভারিট']"
শ্রীলংকা হেরে এসেছে তাদের সাথে। ,negative,0,"['শ্রীলংকা', 'হেরে', 'এসেছে', 'সাথে']"
বাংলাদেশ ও নড়বড়ে অবস্থা।,negative,0,"['বাংলাদেশ', 'নড়বড়ে', 'অবস্থা']"
"বশ্যই বাংলাদেশ, এই সিরিজে শ্রিলংকা কে প্রতিটা ম্যাচে হারিয়ে হাতুরুকে একটা উচিত জবাব দেওয়া যেতে পারে,,",positive,1,"['বশ্যই', 'বাংলাদেশ', 'সিরিজে', 'শ্রিলংকা', 'প্রতিটা', 'ম্যাচে', 'হারিয়ে', 'হাতুরুকে', 'একটা', 'জবাব', 'পারে']"
"অনেকেই বাংলাদেশকে ফেভারিট বলছেন কিন্তু মনে রাখবেন, সাফল্যের মূল শর্ত হলো পিচ",negative,0,"['বাংলাদেশকে', 'ফেভারিট', 'বলছেন', 'রাখবেন', 'সাফল্যের', 'মূল', 'শর্ত', 'পিচ']"
কন্ডিশন ও প্রতিপক্ষ দলের শক্তি-দুর্বলতা মাথায় রেখে সঠিক দল নির্বাচন। আর এই জায়গায় ভুল করায় আমাদের জুড়ি নেই।,negative,0,"['কন্ডিশন', 'প্রতিপক্ষ', 'দলের', 'শক্তি-দুর্বলতা', 'মাথায়', 'সঠিক', 'দল', 'নির্বাচন', 'জায়গায়', 'ভুল', 'করায়', 'জুড়ি', 'নেই']"
সত্যি কথা বলতে বাংলাদেশ জিম্বাবুয়ের সাথে হারবে। ,negative,0,"['সত্যি', 'কথা', 'বাংলাদেশ', 'জিম্বাবুয়ের', 'সাথে', 'হারবে']"
 বাংলাদেশী সব ক্রিকেটারেরা জিম্বাবুয়ে দলকে ছোট করে দেখবে তথা টাইগারেরা একটু ভাব মারবে আর এর সুযোগ নিবে জিম্বাবুয়ে ক্রিকেট দল।,negative,0,"['বাংলাদেশী', 'ক্রিকেটারেরা', 'জিম্বাবুয়ে', 'দলকে', 'ছোট', 'দেখবে', 'টাইগারেরা', 'একটু', 'ভাব', 'মারবে', 'সুযোগ', 'নিবে', 'জিম্বাবুয়ে', 'ক্রিকেট', 'দল']"
" এটা কোন টুর্নামেন্ট হলো???শ্রীলংকা, জিম্বাবুয়ে কোন টিম??",negative,0,"['টুর্নামেন্ট', 'হলোশ্রীলংকা', 'জিম্বাবুয়ে', 'টিম']"
বড় টিম সারাজীবন আমাদের এড়িয়েই গেল।,negative,0,"['বড়', 'টিম', 'সারাজীবন', 'এড়িয়েই', 'গেল']"
"অবশ্যই বাংলাদেশ, এর কারন,জিম্বাবুয়ে আর শ্রীলংকা এখন শক্তি এক্সপেরিয়েন্স এর দিক দিয়ে অনেক পিছে,",positive,1,"['অবশ্যই', 'বাংলাদেশ', 'কারনজিম্বাবুয়ে', 'শ্রীলংকা', 'শক্তি', 'এক্সপেরিয়েন্স', 'দিক', 'দিয়ে', 'পিছে']"
"গতকাল এর ম্যাচ এ তা টের ও পাওয়া গেছে,আর নিজেদের মাঠে বাংলাদেশ সবসময় ই ফেভারিট,",negative,0,"['গতকাল', 'ম্যাচ', 'টের', 'পাওয়া', 'গেছেআর', 'মাঠে', 'বাংলাদেশ', 'সবসময়', 'ফেভারিট']"
"শ্রীলংকা এখন এতইই দূর্বল,যে তারা জিম্বাবুয়ে এর সাথে হেরেও যেতে পারে",negative,0,"['শ্রীলংকা', 'এতইই', 'দূর্বলযে', 'জিম্বাবুয়ে', 'সাথে', 'হেরেও']"
"ওদের সাম্প্রতিক ফর্ম ও জঘন্য, তাই খুব বড় কোনো অঘটন না ঘটলে বাংলাদেশ ই চ্যাম্পিয়ন হওয়ার কথা",negative,0,"['সাম্প্রতিক', 'ফর্ম', 'জঘন্য', 'বড়', 'অঘটন', 'ঘটলে', 'বাংলাদেশ', 'চ্যাম্পিয়ন', 'হওয়ার', 'কথা']"
"ওদের সাম্প্রতিক ফর্ম ও জঘন্য, তাই খুব বড় কোনো অঘটন না ঘটলে বাংলাদেশ ই চ্যাম্পিয়ন হওয়ার কথা",negative,0,"['সাম্প্রতিক', 'ফর্ম', 'জঘন্য', 'বড়', 'অঘটন', 'ঘটলে', 'বাংলাদেশ', 'চ্যাম্পিয়ন', 'হওয়ার', 'কথা']"
"ওদের সাম্প্রতিক ফর্ম ও জঘন্য, তাই খুব বড় কোনো অঘটন না ঘটলে বাংলাদেশ ই চ্যাম্পিয়ন হওয়ার কথা",negative,0,"['সাম্প্রতিক', 'ফর্ম', 'জঘন্য', 'বড়', 'অঘটন', 'ঘটলে', 'বাংলাদেশ', 'চ্যাম্পিয়ন', 'হওয়ার', 'কথা']"
সাবধান থাকতে হবে পরের ম্যাচ শ্রীলংকার বিপক্ষে। ,negative,0,"['সাবধান', 'থাকতে', 'পরের', 'ম্যাচ', 'শ্রীলংকার', 'বিপক্ষে']"
গতকাল খেলা দেখে যা বুঝলাম জিম্বাবুয়ে খেলোয়াড়রা বাংলাদেশের সব বলারদের প্রত্যেকটি বলকে গুরুত আকারে দেখছে। ,negative,0,"['গতকাল', 'খেলা', 'বুঝলাম', 'জিম্বাবুয়ে', 'খেলোয়াড়রা', 'বাংলাদেশের', 'বলারদের', 'প্রত্যেকটি', 'বলকে', 'গুরুত', 'আকারে', 'দেখছে']"
গতকাল খেলা দেখে যা বুঝলাম জিম্বাবুয়ে খেলোয়াড়রা বাংলাদেশের সব বলারদের প্রত্যেকটি বলকে গুরুত আকারে দেখছে। ,negative,0,"['গতকাল', 'খেলা', 'বুঝলাম', 'জিম্বাবুয়ে', 'খেলোয়াড়রা', 'বাংলাদেশের', 'বলারদের', 'প্রত্যেকটি', 'বলকে', 'গুরুত', 'আকারে', 'দেখছে']"
বলের গতিকে দেখছে রানের গতিকে নয়,negative,0,"['বলের', 'গতিকে', 'দেখছে', 'রানের', 'গতিকে']"
তাদের মুখমণ্ডলে ভয়ের ছাপ দেখা যাচ্ছে।,negative,0,"['মুখমণ্ডলে', 'ভয়ের', 'ছাপ', 'যাচ্ছে']"
 শ্রীলংকা দুই তারকা কুমার সাংগাকারা ও মাহেলা জয়াবর্ধনে অবসরের পর একেবারে দুর্বল দলে পরিণত হয়েছে ,negative,0,"['শ্রীলংকা', 'তারকা', 'কুমার', 'সাংগাকারা', 'মাহেলা', 'জয়াবর্ধনে', 'অবসরের', 'একেবারে', 'দুর্বল', 'দলে', 'পরিণত', 'হয়েছে']"
বাংলাদেশ জিতবে তা ১০০% থাকবে।,positive,1,"['বাংলাদেশ', 'জিতবে', '১০০%', 'থাকবে']"
আবালের মত হেডলাইন. বাংলাদেশই একমাত্র হট ফেবারিট,negative,0,"['আবালের', 'মত', 'হেডলাইন', 'বাংলাদেশই', 'একমাত্র', 'হট', 'ফেবারিট']"
নিজের দেশ যদি কোন কালে নাও পারে তবুও number 1* ফেবারিট আমি সব সময় ভাবি আমরা জয,negative,0,"['দেশ', 'কালে', 'নাও', 'তবুও', 'number', '1*', 'ফেবারিট', 'সময়', 'ভাবি', 'জয']"
আমরাই ফেভারিট,positive,1,"['আমরাই', 'ফেভারিট']"
শ্রীলংকাই ফেভারিট।।,positive,1,"['শ্রীলংকাই', 'ফেভারিট']"
পাডার একটা দলের সাথে জয় নিয়ে উল্লাসের কিছু নেই।,negative,0,"['পাডার', 'একটা', 'দলের', 'সাথে', 'জয়', 'উল্লাসের', 'নেই']"
বাংলাদেশ অব্যশই ফেভারিট।,positive,1,"['বাংলাদেশ', 'অব্যশই', 'ফেভারিট']"
 প্রতিপক্ষ শ্রীলংকা টিম কিন্তু গত একবছর আগের দল থেকে তারা এখন অনেক শক্তিশালী দল।,negative,0,"['প্রতিপক্ষ', 'শ্রীলংকা', 'টিম', 'গত', 'একবছর', 'আগের', 'দল', 'শক্তিশালী', 'দল']"
 অপ্রিয় হলেও সত্যি। জিম্বাবুয়ে ফেভারিট। ,negative,0,"['অপ্রিয়', 'সত্যি', 'জিম্বাবুয়ে', 'ফেভারিট']"
